Descripcion,precio final,categoria,,569,electro
MONITOR 25 GIGABYTE AORUS FI25F GAMING IPS 240HZ,1679.26946,monitores,,,
MONITOR 27 AOC G2790VX GAMER FHD,517.2266,monitores,,,
MONITOR 27 ASUS VA27EHE BLACK IPS 75HZ VGA/HDMI,645.68141,monitores,,,
MONITOR 27 ASUS VG278Q GAMING 144HZ AUDIO,899.25022,monitores,,,
MONITOR 27 ASUS VG278QR GAMING 165HZ AUDIO,896.78787,monitores,,,
MONITOR 27 ASUS VG27VQ CURVO GAMING 165HZ  AUDIO,944.6107,monitores,,,
MONITOR 27 CX GAMER HDMI 144HZ/165HZ,542.39581,monitores,,,
MONITOR 27 GIGABYTE G27F 2 GAMING IPS 144HZ HDMI/D,927.72031,monitores,,,
MONITOR 27 GIGABYTE G27F GAMING IPS 144HZ HDMI/DP,806.91875,monitores,,,
MONITOR 27 GIGABYTE G27FC A CURVO GAMING IPS 165HZ,927.72031,monitores,,,
MONITOR 27 HIKVISION DS-D5027FN VGA/HDMI,433.57325,monitores,,,
MONITOR 27 NOBLEX HDMI/VGA MK27X7100,292.12788,monitores,,,
MONITOR 27 PERFORMANCE V270 VGA HDMI,277.63329,monitores,,,
MONITOR 27 PHILIPS 271E1SCA CURVO LCD FULL HD,373.62501,monitores,,,
MONITOR 27 PHILIPS HDMI /VGA 272V8LA/55,336.01095,monitores,,,
MONITOR 32 ASUS VA32UQ 4K UHD BLACK HDMI/DPORT,1454.783,monitores,,,
MONITOR 32 CX PF236K HDMI FRAMELESS,533.18529,monitores,,,
MOTOR DE CARRO DE FX880,5.1909,accesorios,,,
MOUSE + GAMEPAD GAMEMAX MG7 RGB,33.268235,mouse,,,
MOUSE ADATA XPG INFAREX M20 RGB,36.817495,mouse,,,
MOUSE ADATA XPG PRIMER RGB,53.62786,mouse,,,
MOUSE ASUS USB BLACK BLUE LIGHT,25.2824,mouse,,,
MOUSE CX MEQ-037 RUBBER BLACK COLOR FINISH  USB,4.922775,mouse,,,
MOUSE CX OPTICO LM8635 BLACK PS/2,5.68854,mouse,,,
MOUSE CX OPTICO M-512 USB BLACK,5.554835,mouse,,,
MOUSE DELL MS116 USB BLACK WIRED,16.06891,mouse,,,
MOUSE DELL WM126-BK WIRELESS BLACK,37.48602,mouse,,,
MOUSE EVGA GAMER TORQ X10 CARBON GAMING,60.55621,mouse,,,
MOUSE EVGA GAMER X15 GAMING 8K MOUSE BLACK,71.021665,mouse,,,
MOUSE EVGA GAMER X17 GAMING MOUSE BLACK,71.021665,mouse,,,
MOUSE GENIUS DX-110 USB BLACK 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS DX-110 USB RED 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS DX-110 USB WHITE 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS DX-120 USB BLACK 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS DX-120 USB RED 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS DX-120 USB WHITE 1200 DPI,6.357065,mouse,,,
MOUSE GENIUS ECO-8100 WIRELESS BLACK RECARGABLE,20.967375,mouse,,,
MOUSE GENIUS NX-7000 BLACK WIRELESS,11.98483,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS BLACK,12.27655,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS BLUE,12.27655,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS RED,12.27655,mouse,,,
MOUSE GIGABYTE AORUS M2 RGB 2.0,54.685345,mouse,,,
MOUSE GIGABYTE AORUS M4 RGB 2.0,83.45623,mouse,,,
MOUSE HP BLUETOOTH TRAVEL WIRELESS,69.7697,mouse,,,
MOUSE HP COMFORT GRIP WIRELESS,35.88156,mouse,,,
MOUSE HP QY777AA OPTICO NEGRO,17.35734,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING BLUE ( I ),44.99781,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING LILAC ( I ),44.99781,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING WHITE,36.27052,mouse,,,
MOUSE LOGITECH G305 GAMING WIRELESS BLUE ( I ),69.684615,mouse,,,
MOUSE LOGITECH G305 GAMING WIRELESS LILAC ( I ),69.684615,mouse,,,
MOUSE LOGITECH M100 GREY (I),15.53409,mouse,,,
MOUSE LOGITECH M110 SILENT BLUE (I),13.00585,mouse,,,
MOUSE LOGITECH M110 SILENT RED (I),13.00585,mouse,,,
MOUSE LOGITECH M90 GREY ( I ),13.747305,mouse,,,
MOUSE LOGITECH M90 USB BLACK/GREY,5.554835,mouse,,,
MOUSE LOGITECH MX ANYWHERE E ROSE BLUETOOTH,102.138465,mouse,,,
MOUSE MSI CLUTCH GM20 ELITE RGB,44.85195,mouse,,,
MOUSE MSI CLUTCH GM41 LIGHTWEIGHT,72.88138,mouse,,,
MOUSE MSI CLUTCH GM41 LIGHTWEIGHT V2,72.88138,mouse,,,
MOUSE MSI CLUTCH GM41 LIGHTWEIGHT WIRELESS,100.922965,mouse,,,
MOUSE OPTICAL 3D HIGH QUALITY USB BLACK,8.14385,mouse,,,
MOUSE PAD GAMING GREENFOX GFP3100 RGB,18.75379,accesorios,,,
MOUSE PAD GENIUS G-PAD 300S NEGRO,9.99581,mouse,,,
MOUSE PAD GENIUS G-WMP 100 NEGRO,11.72611,mouse,,,
MOUSE PAD TRIPLE KIT C/ GEL CRISTAL,6.42873,accesorios,,,
MOUSE PERFORMANCE USB,3.03875,mouse,,,
MOUSE PRIMUS MSE GLADIUS 32000P USB RGB,68.347565,mouse,,,
MOUSE PRIMUS MSE GLADIUS 8200T USB RGB,39.880555,mouse,,,
MOUSE TRUST GAMING GXT960 GRAPHIN,32.40523,mouse,,,
MOUSE TRUST GAMING GXT970 MORFIX,49.3493,mouse,,,
MOUSE XTECH XTM-165 USB BLACK 1000 DPI,6.478615,mouse,,,
MULTIPROCESADORA SMARTLIFE SL-FP0509,175.09305,electro,,,
MURAL APC NETSHELTER WX 6U - LOW PROFILE (DEMO),1896.28901,accesorios,,,
MURAL GLC CCTV 19`  3U-370MM Desarmado,120.52205,cables,,,
MURAL GLC CCTV 19`  5U-370MM Desarmado,149.55116,cables,,,
"MURAL GLC SOHO 19""    6U-500 Desarmado",208.50115,cables,,,
MURAL GLC SOHO 19`    9U-500 Desarmado,254.87319,cables,,,
MURAL GLC SOHO 19`  12U-500 Desarmado,301.23192,cables,,,
MURAL GLC SOHO 19`  15U-500 Desarmado,342.47961,cables,,,
NB ASUS 14 I3-1005G1 8GB 128GB PCIE W11H,1141.293725,notebooks,,,
NB ASUS 14 I3-1005G1 8GB 256GB PCIE W11H,1160.352765,notebooks,,,
NB ASUS 14 I5-1035G1 8GB 256GB PCIE W11H,1407.245125,notebooks,,,
NB ASUS 14 i5-1135G7 8G SSD512GB  W10H,1955.71519,notebooks,,,
NB ASUS 14 i5-1135G7 8G SSD512GB  W11H,1980.65725,notebooks,,,
NB ASUS 14 i5-1135G7 8G SSD512GB OLED W10H,2342.36574,notebooks,,,
NB ASUS 14 PENTIUM N6000 4GB 128GB W11H,851.469905,notebooks,,,
NB ASUS 14 R5-5600H 8GB 512GB W11H,2070.130205,notebooks,,,
NB ASUS 14 R7-5800HS 16GB 512GB RTX3050 W11H,4010.943365,notebooks,,,
NB ASUS 14 R9-6900HS 16G SSD 1TB RX6700S W11H,5307.14041,notebooks,,,
NB ASUS 14.5 i7-12700H 16G 1T TOUCH DUALSCREEN W11,5114.89693,notebooks,,,
NB ASUS 14.5 I7-12700H 32G 1T TOUCH DUALSCREEN W11,5409.084395,notebooks,,,
NB ASUS 15.6 I3-1115G4 12GB 256GB PCIE W11 (L),1122.477785,notebooks,,,
NB ASUS 15.6 I3-1115G4 4GB 256GB PCIE W11 (L),1058.7005,notebooks,,,
NB ASUS 15.6 I3-1115G4 4GB 256GB PCIE W11 (L),1058.7005,notebooks,,,
NB ASUS 15.6 i5-10300H 16GB 512GB PCIE GTX1650 W11,2445.476605,notebooks,,,
NB ASUS 15.6 i5-11300H 16GB 512GB SSD PCIE RTX3050,2887.5418,notebooks,,,
NB ASUS 15.6 I5-1135G7 8GB 256GB PCIE W11 (L),1366.82975,notebooks,,,
NB ASUS 15.6 i5-12450H 16GB 512GB PCIE RTX3050 W11,3183.698375,notebooks,,,
NB ASUS 15.6 I7-1165G7 8GB 512GB PCIE W11 (L),1917.5728,notebooks,,,
NB ASUS 15.6 i7-12650H 16GB 512GB PCIE RTX3050 W11,3634.162675,notebooks,,,
NB ASUS 15.6 i7-12650H 16GB 512GB PCIE RTX3060 W11,4119.91294,notebooks,,,
NB ASUS 15.6 I9-11900H 32G 1TB RTX3080 TOUCH W11H,8854.94181,notebooks,,,
NB ASUS 15.6 I9-12900H 32G 1T RTX3070TI TOUCH W11H,8713.57916,notebooks,,,
NB ASUS 15.6 R3-3250U 12GB 500GB,1137.088095,notebooks,,,
NB ASUS 15.6 R3-3250U 8GB 256GB,1170.733135,notebooks,,,
NB ASUS 15.6 R3-3250U 8GB 256GB W11H,1325.174565,notebooks,,,
NB ASUS 15.6 R5-4600H 16GB 512GB PCIE GTX1650,2332.81191,notebooks,,,
NB ASUS 15.6 R5-4600H 16GB 512GB PCIE GTX1650 W11H,2398.78925,notebooks,,,
NB ASUS 15.6 R5-4600H 16GB 512GB PCIE RTX3050 W11H,2726.39081,notebooks,,,
NB ASUS 15.6 R5-5600H 8GB 512GB PCIE W11H,2063.809605,notebooks,,,
NB ASUS 15.6 R7-4800H 16GB 512GB PCIE RTX3050,2659.647705,notebooks,,,
NB ASUS 15.6 R7-4800H 16GB 512GB PCIE RTX3050 W11H,2849.751905,notebooks,,,
NB ASUS 15.6 R7-5800H 16GB 512GB PCIE W11H,2518.97789,notebooks,,,
NB ASUS 15.6 R7-6800H 16G 512GB RTX3060 W11H,4506.454095,notebooks,,,
NB ASUS 16 i7-12700H 16GB 512GB RTX3050TI W11H,4629.803035,notebooks,,,
NB ASUS 16 I9-12900H 32G 1TB RTX3060 TOUCH W11H,7829.631095,notebooks,,,
NB ASUS 17.3 R9-6800HX 16G 1TB RTX3070TI W11H,6359.775565,notebooks,,,
NB CX 11.6 INTEL N3350+4GB+64GB+SSD256+W10PRO,333.14424,notebooks,,,
NB CX 11.6 INTEL N3350+4GB+64GB+W10PRO,253.77209,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+256G+W10H,550.463485,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+256G+W10H **CAJA DA,485.677335,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+W10H,434.49263,notebooks,,,
NB CX 14 INTEL Z8350 2G+32GB IPS FULLHD W10 DA�ADO,184.70738,notebooks,,,
NB CX 14 ULTRASLIM LUMINA B847+SSD240+4G (EXPO),387.69588,notebooks,,,
NB CX 14.1 AMD A9-9400+4GB+192GB,402.86532,notebooks,,,
NB CX 14.1 AMD A9-9400+4GB+64GB,320.11408,notebooks,,,
NB CX 14.1 AMD A9-9400+4GB+64GB+W10PRO,342.904705,notebooks,,,
NB CX 14.1 AMD A9-9400+8GB+64GB+256G,419.68784,notebooks,,,
NB CX 14.1 AMD A9-9400+8GB+64GB+480G,460.9176,notebooks,,,
NB CX 14.1 QUALCOMM 7C 4GB+128GB+W10PRO+4G LTE,391.07497,notebooks,,,
NB CX 15.6 INTEL I3+SSD240G+8G+DVDRW (PIXEL),961.58205,notebooks,,,
NB CX 15.6 INTEL I5 1135G7+16G+SSD480G,1125.99058,notebooks,,,
NB CX 15.6 INTEL I5 1135G7+8G+SSD 500GB,1118.369395,notebooks,,,
NB CX 15.6 INTEL I5 1135G7+8G+SSD240G,1038.23148,notebooks,,,
NB CX 15.6 INTEL I5+SSD240+8G+DVDRW (PIXEL),1063.17354,notebooks,,,
NB CX 15.6 INTEL I7 1165G7+8G+SSD240G,1304.66908,notebooks,,,
NB CX 15.6 INTEL I7+SSD240+8G+DVDRW (PIXEL),1368.519295,notebooks,,,
NB CX 15.6 INTEL I7+SSD240G+8G+DVDRW+VGA (PIXEL),1526.850325,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+1TB+W10PRO,448.42226,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+256G+W10PRO,467.955345,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+W10PRO,355.26634,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+W10PRO  **EXPO**,335.01611,notebooks,,,
NB DELL 14 VOSTRO 3405 RYZEN5 8GB 256GB UBUNTU,1280.74804,notebooks,,,
NB DELL 14 VOSTRO 3405 RYZEN5 8GB 256GB W10HOME,1387.772815,notebooks,,,
NB DELL 15.6 INSP 3511 I3-1115G4 4 256G UB CAJA RO,1259.659115,notebooks,,,
NB DELL 15.6 INSP 3511 I3-1115G4 4G 256GB UBUNTU,1299.44243,notebooks,,,
NB DELL 15.6 INSP 3511 I3-1115G4 4G 256GB W11HOME,1354.006225,notebooks,,,
NB DELL 15.6 INSP 3511 I3-1115G4 8G 256GB UBUNTU,1323.14468,notebooks,,,
NB DELL 15.6 INSP 3511 I3-1115G4 8G 256GB W11HOME,1409.39656,notebooks,,,
NB DELL 15.6 INSP 3515 RYZEN5 8 256G W11H CAJA ROT,1394.287895,notebooks,,,
NB DELL 15.6 INSP 3515 RYZEN5 8G 256GB W11HOME,1426.474335,notebooks,,,
NB DELL 15.6 INSP 5510 I5-11320H 8G 256GB W11HOME,2055.082315,notebooks,,,
NB GIGABYTE 15.6 I7-12700H 16GB 1TB RTX3070TI W11H,4631.34672,notebooks,,,
NB GIGABYTE 16 I7-12700H 16G 1TB RTX3070TI WIN11P,6295.19605,notebooks,,,
NB GIGABYTE 16 I7-12700H 16GB 1TB RTX3060P WIN11P,5390.9856,notebooks,,,
NB HP 14  X360 CONVERTIBLE PENT 4G 256G W10HOME,1071.73066,notebooks,,,
NB HP 14 240 I3-1005G1 4GB 1TB,1065.786865,notebooks,,,
NB HP 14 240 I3-1005G1 SSD240G 8GB,1087.84819,notebooks,,,
NB HP 14 240 N4020 500GB 4GB W10HOME,948.96516,notebooks,,,
NB HP 14 240 N4020 500GB 4GB W10HOME (BULK),891.59356,notebooks,,,
NB HP 14 240 N4020 8GB SSD240G W10HOME,957.54659,notebooks,,,
NB HP 14 240 N4020 SSD240G 8GB W10HOME,978.781375,notebooks,,,
NB HP 14 245 AMD ATHLON 3020E SSD240 8GB,965.8363,notebooks,,,
NB HP 14 245 AMD RYZEN3-3250U 1T 4GB,1088.82059,notebooks,,,
NB HP 14 245 AMD RYZEN3-3250U SSD240 8GB,1135.86044,notebooks,,,
NB HP 14 245 AMD RYZEN3-5300U 1T 8GB,1296.002565,notebooks,,,
NB HP 14 245 AMD RYZEN3-5300U SSD240G 8G,1304.35305,notebooks,,,
NB HP 14 245 AMD RYZEN5-3500U SSD240G 8GB W10HOME,1295.67438,notebooks,,,
NB HP 14 245 AMD RYZEN5-5500U 1T 8GB,1526.801705,notebooks,,,
NB HP 14 245 AMD RYZEN5-5500U SSD240G 8GB,1555.3538,notebooks,,,
NB HP 14 348 I3-10110U SSD240 8GB W10HOME,1392.926535,notebooks,,,
NB HP 14 440 I5-1235U 8GB SSD512GB W10PRO,2877.343755,notebooks,,,
NB HP 14 440 I7-1255U 8GB SSD512GB W10PRO,3293.56742,notebooks,,,
NB HP 14 840 I5-1135G7 16GB SSD512GB W10PRO,3897.52506,notebooks,,,
NB HP 14 840 I7-1165G7 16GB SSD512GB W10PRO,4234.58321,notebooks,,,
NB HP 14 Z FIREFLY I7-1165G7 SSD512 16GB W10P T500,3736.167435,notebooks,,,
NB HP 15.6 450 I5-1135G7 8G SSD256G W10PRO (EXPO),2142.4403,notebooks,,,
NB LENOVO + EXT. DE GARANTIA,1186.218605,notebooks,,,
NB LENOVO 14 E41-50 I3-1005G1 8GB SSD480 W10P (L),1143.894895,notebooks,,,
NB LENOVO 14 E41-50 I3-1005G1 8GB SSD512 W10P (L),1173.407235,notebooks,,,
NB LENOVO 14 V14 I3-1115G4 8GB SSD256 GTIA1CI,1092.892515,notebooks,,,
NB LENOVO 15.6 V15 I3-10110U 8GB 1TB GTI1CI,1227.50914,notebooks,,,
NB LENOVO 15.6 V15 I3-10110U 8GB SSD240G GTI1CI,1236.35798,notebooks,,,
NORTON PCANYWHERE 11.0 HOST Y REMOTE 1 USUARIO,297.65153,accesorios,,,
NORTON PERSONAL FIREWALL 2004 RETAIL,51.48308,accesorios,,,
NORTON SYSTEMWORKS 2001 BOX ESP,99.51887,accesorios,,,
NORTON SYSTEMWORKS 2004 PROFESIONAL,137.87829,accesorios,,,
NORTON SYSTEMWORKS 2004 RETAIL,82.73496,accesorios,,,
NORTON SYSTEMWORKS 2006 BASIC,27.57832,accesorios,,,
NORTON SYSTEMWORKS FOR GAMES,31.25188,accesorios,,,
NVR 16CH 1080P TP-LINK HDMI/VGA 1SATA,257.29561,camaras,,,
OKIDATA K10717 -ALTERNATIVO ARMOR,8.5085,impresion,,,
ORGANIZADOR APC 2U HORIZONTAL,68.42671,electro,,,
ORGANIZADOR BANDEJA MULTIM ALLSOP NATURL,1.37093,accesorios,,,
ORGANIZADOR GABITEL 19` 1U SIMPLE (N) Anilla 70mm,33.16852,electro,,,
ORGANIZADOR GABITEL 40U C/VELCROS (B) ABIERTO,128.5746,electro,,,
ORGANIZADOR GABITEL MIXTO 19` 1U (N),38.38604,electro,,,
ORGANIZADOR GLC 19` 1U NEGRO C/TAPA DE CABLES,26.51352,electro,,,
ORGANIZADOR GLC 19` 1U NEGRO DE CABLES,18.11491,electro,,,
P-CORD DE FIBRA OPTICA HUBBELL SC-SC 5M DUPLEX,10.95413,redes,,,
P-CORD FIBRA OPTICA HUBBELL M-M OM1 SC-SC DUP 2MTS,9.75623,redes,,,
P-CORD FIBRA OPTICA HUBBELL M-M OM1 ST-ST DUP 2MTS,8.82453,redes,,,
P-CORD FIBRA OPTICA HUBBELL ST-SC 3 METROS,10.02243,redes,,,
P-CORD FIBRA OPTICA HUBBELL STtoST 5 METROS,10.48828,redes,,,
PACK X3 DISCOS SEAGATE ACCION OCTUBRE 2021,3081.36543,discos,,,
PALANCA FRIC/TRAC DE LX810 -10YF35003100,0.83853,accesorios,,,
PANEL LCD COMPATIBLE NB DELL,102.102,accesorios,,,
"PANTALLA P/ PROYECTOR PARED 120"" ELECTR INTELAID",1108.96258,proyector,,,
PAPEL BROTHER BP61GLP 4X6 GLOSSY PHOTO,2.443155,impresion,,,
PAPEL EPSON 041064 X30 TRANSPARENCIAS CARTA,15.47953,accesorios,,,
PAPEL EPSON 041070 PHQ TABLOIDE X100,15.14678,impresion,,,
PAPEL EPSON 041072 GLOSSY X15 CARTA,2.3958,accesorios,,,
PAPEL EPSON 041075 FILM GLOS TABLDE X10,5.64344,accesorios,,,
PAPEL EPSON 041079 PHQ A2 X30H,12.99056,impresion,,,
PAPEL EPSON 041123 GLOSSY A2 X20H,11.64625,accesorios,,,
PAPEL EPSON 041145 PH PANORAMICO X10H,4.71174,impresion,,,
PAPEL EPSON 041213 A4 PREMIUM 200H,1.43748,impresion,,,
PAPEL EPSON 041290 PREM GLOS PHOTOB X20H,1.77023,accesorios,,,
PAPEL EPSON 041302 PRM GLS ROLLO .1X8MTS,7.10754,impresion,,,
PAPEL EPSON 041467 BORD MATTE HEAVY 8X10,2.43573,impresion,,,
PAPEL EPSON S041111 X100 HIGHT QUALITY,4.2592,impresion,,,
PAPEL HP 51634Z A4 (X200),7.13416,impresion,,,
PAPEL HP C3828A X20 TRANSP CARTA,16.27813,impresion,,,
PAPEL PREMIUM A4  X 20 HOJAS 170G,2.50228,accesorios,,,
PARLANTE FOXBOX INALAMBRICO CORVUS AZUL,29.22876,parlantes,,,
PARLANTE FOXBOX INALAMBRICO CORVUS NEGRO,29.22876,parlantes,,,
PARLANTE FOXBOX INALAMBRICO PYXIS AZUL,58.92337,parlantes,,,
PARLANTE FOXBOX INALAMBRICO PYXIS NEGRO,58.92337,parlantes,,,
PARLANTE FOXBOX WARP CRUX CAMUFLADO,130.39807,parlantes,,,
PARLANTE FOXBOX WARP CRUX NEGRO,118.43238,parlantes,,,
PARLANTE FOXBOX WARP CRUX ROJO,118.43238,parlantes,,,
PARLANTE FOXBOX WARP OCTANS NEGRO,130.39807,parlantes,,,
PARLANTE FOXBOX WARP OCTANS NEGRO Y ROJO,130.39807,parlantes,,,
PARLANTE JBL FLIP 6 BLUETOOTH BLACK,276.51525,parlantes,,,
PARLANTE JBL FLIP 6 BLUETOOTH BLUE,271.80351,parlantes,,,
PARLANTE JBL FLIP 6 BLUETOOTH RED,271.49738,parlantes,,,
PARLANTE JBL FLIP XTREME 3 BLUETOOTH BLACK,918.39,parlantes,,,
PARLANTE LEIYON BT LY-BX0623 W6,41.9265,parlantes,,,
PARLANTE LEIYON BT LY-BX0831  W8`,54.61093,parlantes,,,
PARLANTE PERFORMANCE LP-202 USB,4.11279,parlantes,,,
PARLANTE SMARTLIFE PARTYBOX  1 VIA 8V SL-PB10808,52.32161,electro,,,
PARLANTE SMARTLIFE PARTYBOX  15W SL-PB208015,115.81031,electro,,,
PARLANTE SMARTLIFE SL-BTS009B BLACK,30.86589,parlantes,,,
PARLANTE SMARTLIFE SL-BTS009B BLUE,30.86589,parlantes,,,
PARLANTE SMARTLIFE SL-BTS315B BLACK,38.10653,parlantes,,,
PARLANTE SMARTLIFE SL-BTS315B RED,38.10653,parlantes,,,
PARLANTE SMARTLIFE SL-BTS780B BLACK,51.70935,parlantes,,,
PARLANTE SMARTLIFE SL-BTS780B RED,51.70935,parlantes,,,
PARLANTES CX BLACK USB 2.0 BLACK DIGITAL,17.19652,parlantes,,,
PARLANTES GENIUS SP-HF 180 USB 4W POWER BLACK,18.82034,parlantes,,,
PARLANTES GENIUS SP-HF 380BT WOOD USB/BLUETHOOTH,38.82527,parlantes,,,
PATCHCORD CAT.5E FURUKAWA MULTILAN 1.0M NG,5.08442,cables,,,
PATCHCORD CAT.5E FURUKAWA MULTILAN 3.0M NG,9.75623,cables,,,
PATCHCORD FURUKAWA CAT.5E - 1.0M MULTILAN NG,5.81647,cables,,,
PATCHCORD FURUKAWA CAT.5E - 2.0M MULTILAN NG,7.94607,cables,,,
PATCHCORD FURUKAWA CAT.5E - 2.5M MULTILAN NG,8.9177,cables,,,
PATCHCORD FURUKAWA CAT.6 - 10M GIGALAN NG,28.00424,cables,,,
PATCHCORD FURUKAWA CAT.6 - 15M GIGALAN NG,39.05154,cables,,,
PATCHCORD FURUKAWA CAT.6 - 2.5M GIGALAN GRIS,10.46166,cables,,,
PATCHCORD FURUKAWA CAT.6 - 2.5M GREEN GIGALAN GRIS,11.52646,cables,,,
PATCHCORD FURUKAWA CAT.6A 10M GIGALAN LSZH AUG GR,53.31986,cables,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG 1.0M LSZH GR,18.91351,cables,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG 2.5M LSZH GR,25.36886,cables,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG GREEN 0.5M GR,17.50265,cables,,,
PATCHCORD FURUKAWA CAT.6A G.LAN AUG GREEN 2.5M VD,21.01649,cables,,,
PATCHCORD FURUKAWA FO DUP 50.0 LC/SC-SPC 2.5M NJ,28.39408,cables,,,
PATCHCORD FURUKAWA FO DUP OM3 LC/LC-UPC 2.5m LSZH,62.683335,cables,,,
PATCHCORD FURUKAWA FO DUP OM4 LC/LC-UPC 5.0M Acua,61.47999,cables,,,
PATCHCORD FURUKAWA FO OM4 LC/LC-UPC 2.5M-LSZH ACQ,54.08975,cables,,,
PATCHCORD FURUKAWA FO OM4 LC/LC-UPC 3.0M-LSZH ACQ,49.5924,cables,,,
PATCHCORD FURUKAWA MULTILAN  CAT.5E - 1.5M NG,6.84134,cables,,,
PATCHCORD GLC CAT.5E - 0.6M NEGRO,2.22277,cables,,,
PATCHCORD GLC CAT.5E - 1.2M NEGRO,3.16778,cables,,,
PATCHCORD GLC CAT.5E - 1.8M NEGRO,3.48722,cables,,,
PATCHCORD GLC CAT.5E - 2.4M NEGRO,4.36568,cables,,,
PATCHCORD GLC CAT.6 - 0.6M NEGRO,4.23258,cables,,,
PATCHCORD GLC CAT.6 - 1.2M NEGRO,5.28407,cables,,,
PATCHCORD GLC CAT.6 - 1.8M,5.40386,cables,,,
PATCHCORD GLC CAT.6 - 2.4M NEGRO,6.61507,cables,,,
PATCHCORD GLC FO LC/PC - LC/PC SM 2mts SIMPLEX,6.29629,cables,,,
PATCHCORD GLC FO LC/PC- LC/PC SM X 100MTS DUPLEX,78.15665,cables,,,
PATCHCORD HUBBELL 10G SHD PC6A GY 2.1 MTS,4.45885,cables,,,
PATCHPANEL GLC 24P  CAT 5E P/ KRONE/110,60.74684,cables,,,
PATCHPANEL GLC 24P CAT 6 P/ KRONE/110,104.16406,cables,,,
PAVA ELECTRICA OSTER KE671 ACERO INOXI,52.76084,electro,,,
PAVA ELECTRICA PEABODY ROSA/TERMOMETRO 1.7 LT,80.6586,electro,,,
PAVA ELECTRICA PEABODY VERDE/TERMOMETRO 1.7 LT,80.6586,electro,,,
PAVA ELECTRICA SMARTLIFE SL-EK1510IX ACERO INOXI,67.42846,electro,,,
PAVA ELECTRICA SMARTLIFE SL-EK1714B  1.7 LTS NEGRA,40.67536,electro,,,
PAVA ELECTRICA SMARTLIFE SL-EK1714W 1.7 LTS BLANCA,39.37098,electro,,,
PC AIR ACTUALIZACION,565.57215,pc,,,
PC AIR AMD RYZEN 5+ 4700S MINI ITX,716.646645,pc,,,
PC AIR INTEL  CELERON G5905 COMETLAKE,545.90536,pc,,,
PC AIR INTEL  CELERON G5925 COMETLAKE,574.603315,pc,,,
PC AIR INTEL  CELERON G6900 ALDERLAKE,622.688495,pc,,,
PC AIR INTEL  PENTIUM G6405 COMETLAKE,649.235015,pc,,,
PC AIR INTEL  PENTIUM G7400 ALDERLAKE,680.68,pc,,,
PC AIR INTEL CORE I3 10100 COMETLAKE,741.91689,pc,,,
PC AIR INTEL CORE I3 10105 COMETLAKE,717.959385,pc,,,
PC AIR INTEL CORE I3 10105F COMETLAKE,686.234835,pc,,,
PC AIR INTEL CORE I3 12100  ALDERLAKE,806.92183,pc,,,
PC AIR INTEL CORE I3 12100F  ALDERLAKE,821.544295,pc,,,
PC AIR INTEL CORE I5 12600K  ALDERLAKE,1892.67936,pc,,,
PC AIR INTEL CORE I7 10700K COMETLAKE,2024.75559,pc,,,
PC AIR INTEL CORE I7 10700KF COMETLAKE,1936.16995,pc,,,
PC AIR INTEL CORE I7 11700K  ROCKETLAKE,2154.20634,pc,,,
PC AIR INTEL CORE I7 11700KF  ROCKETLAKE,2129.884185,pc,,,
PC CX AMD 4700S+16G+SSD240G+VGA1GB,776.02382,pc,,,
PC CX AMD APU A6 7480+1T+4G+DVDRW     (GIGA),462.169565,pc,,,
PC CX AMD RYZEN 3 2200G PRO+4G+1T+WF+W10H+WC+MON19,991.301025,pc,,,
PC CX AMD RYZEN 3 4100+8G+SSD240G+VGA2G (MSI),806.16822,pc,,,
PC CX AMD RYZEN 5 4500+8G+SSD240+VGA2G (MSI),860.71986,pc,,,
PC CX AMD RYZEN 5 5600G+8G+SSD240G (GIGA),960.39086,pc,,,
PC CX AMD RYZEN 5 5600G+8G+SSD480 (ECS),1051.11578,pc,,,
PC CX AMD RYZEN 7 5700G+8G+SSD480G (ECS),1250.62795,pc,,,
PC CX INTEL G5905+4G+SSD240G (ASUS),603.22834,pc,,,
PC CX INTEL G5925+8G+SSD240 (ASUS),649.00407,pc,,,
PC CX INTEL G6405+4G+SSD240G (ASUS)��,673.253295,pc,,,
